Fixed/Offset Slit,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,
Detector,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,

691.00,9.62073364E+2,1.60345569E+3,2.05242334E+3,2.49556006E+3,3.24772656E+3,3.73167871E+3,3.51011011E+3,3.65587891E+3,3.65004810E+3,3.56258691E+3,3.03781958E+3,3.06697339E+3,2.83374341E+3,2.55969824E+3,2.21568408E+3,1.91248535E+3,1.87167004E+3,1.66176318E+3,1.48684070E+3,1.13699585E+3,1.35273352E+3,1.34107202E+3,1.13699585E+3,8.80442932E+2,6.99689758E+2,5.36428772E+2,4.02321594E+2,1.92414673E+2,8.74612198E+1,3.49844856E+1,4.08152351E+1,3.49844856E+1,
692.00,8.20383301E+2,1.29503357E+3,2.03337854E+3,2.22675464E+3,2.57248755E+3,3.30497266E+3,2.94752002E+3,3.36943140E+3,3.22293433E+3,3.29325293E+3,2.79516309E+3,2.88306128E+3,2.59006714E+3,2.26191382E+3,1.98063965E+3,1.78140369E+3,1.51184924E+3,1.48254980E+3,1.23643481E+3,1.24815454E+3,9.49300659E+2,1.01961920E+3,9.78600037E+2,9.02421631E+2,7.32485046E+2,5.85988037E+2,2.57834747E+2,1.64076660E+2,7.03185654E+1,5.27389259E+1,5.85988045E+1,2.34395218E+1,
693.00,1.02000330E+3,1.56832874E+3,2.22867773E+3,2.51758032E+3,3.21920117E+3,3.31943262E+3,3.50810376E+3,3.59654346E+3,3.20740918E+3,3.20151318E+3,3.47862402E+3,3.01873804E+3,2.45272461E+3,2.10486230E+3,2.22867773E+3,1.94567102E+3,1.63908044E+3,1.58601672E+3,1.44451331E+3,1.21457043E+3,1.02589929E+3,9.02083801E+2,1.10254688E+3,7.42892578E+2,6.60348938E+2,4.30406006E+2,3.06590576E+2,2.06359039E+2,7.66476440E+1,3.53758354E+1,4.12718086E+1,3.53758354E+1,
694.00,1.00254236E+3,2.02881360E+3,2.54491528E+3,3.14406787E+3,3.57118652E+3,3.92118652E+3,4.05169482E+3,3.91525415E+3,4.06949146E+3,3.76101709E+3,3.64830518E+3,2.91864404E+3,2.61016943E+3,2.34322046E+3,2.24237280E+3,1.85084741E+3,1.66694922E+3,1.61949158E+3,1.21016956E+3,1.32288135E+3,1.07966101E+3,9.96610168E+2,9.78813538E+2,7.71186462E+2,5.39830505E+2,4.80508484E+2,2.84745758E+2,1.54237289E+2,7.11864395E+1,5.33898315E+1,5.93220329E+0,1.77966099E+1,
695.00,1.16245483E+3,1.72281775E+3,2.40240674E+3,3.15353125E+3,3.24295093E+3,3.44563550E+3,3.42775146E+3,3.29660278E+3,3.22506714E+3,3.05815039E+3,2.92104028E+3,2.60509106E+3,2.27721924E+3,2.05665088E+3,1.87185034E+3,1.53801721E+3,1.38302319E+3,1.32341016E+3,1.04919006E+3,1.10880310E+3,9.53809082E+2,6.55743774E+2,7.27279419E+2,8.04776428E+2,7.03434204E+2,3.39794495E+2,2.38452271E+2,2.26529663E+2,7.74969864E+1,6.55743790E+1,4.17291489E+1,2.98065338E+1,
696.00,7.37117004E+2,1.10867188E+3,1.63604016E+3,1.83979614E+3,2.16340845E+3,2.24131519E+3,2.17539404E+3,2.34918579E+3,2.40911401E+3,2.13943726E+3,1.89972437E+3,1.77387512E+3,1.70196118E+3,1.48621960E+3,1.24051404E+3,1.31842065E+3,1.10267908E+3,1.00080115E+3,8.09030884E+2,9.76829834E+2,7.67081116E+2,6.05274963E+2,7.01160095E+2,6.05274963E+2,4.85418518E+2,3.41590820E+2,1.19856422E+2,1.49820526E+2,5.99282112E+1,4.19497490E+1,3.59569283E+1,3.59569283E+1,
697.00,5.30196106E+2,8.19394043E+2,7.53119507E+2,1.12064185E+3,1.21101611E+3,1.35561511E+3,1.33754028E+3,1.49418909E+3,1.35561511E+3,1.32549036E+3,1.60263831E+3,1.48816418E+3,1.52431384E+3,1.23511597E+3,1.40983972E+3,9.57968018E+2,9.82067810E+2,8.25418945E+2,7.77219299E+2,6.14545532E+2,6.98894897E+2,5.66345886E+2,4.69946564E+2,5.42246033E+2,4.27771881E+2,3.85597198E+2,1.92798599E+2,1.32549026E+2,5.42246056E+1,4.21746902E+1,1.80748672E+1,6.02495613E+1,
698.00,4.72828888E+2,7.94110046E+2,9.57781555E+2,8.18357666E+2,1.14570081E+3,1.12145313E+3,1.10326733E+3,1.21238171E+3,1.03658643E+3,9.33533936E+2,1.05477209E+3,9.69905396E+2,9.45657776E+2,7.88048157E+2,7.81986206E+2,6.36500427E+2,7.88048157E+2,6.18314697E+2,6.84995667E+2,5.81943237E+2,5.45571777E+2,6.24376587E+2,5.69819397E+2,5.51633667E+2,4.91014618E+2,2.24290619E+2,2.18228714E+2,1.69733444E+2,4.84952698E+1,3.03095436E+1,3.63714523E+1,1.21238174E+1,
699.00,4.45809784E+2,5.31307556E+2,7.20624023E+2,9.40475403E+2,9.16047485E+2,1.06261511E+3,1.02597314E+3,1.08093604E+3,1.17254077E+3,1.26414551E+3,1.15421985E+3,8.36656738E+2,8.91619568E+2,9.22154480E+2,8.24442749E+2,6.83982117E+2,6.16805298E+2,5.61842468E+2,5.12986572E+2,3.29777100E+2,5.61842468E+2,4.88558655E+2,4.64130737E+2,3.05349152E+2,3.23670105E+2,2.07637436E+2,2.13744415E+2,1.03818718E+2,3.66418991E+1,2.44279327E+1,5.49628487E+1,3.66418991E+1,
700.00,4.12536194E+2,4.67951508E+2,7.88128845E+2,7.63499817E+2,8.25072388E+2,9.72846558E+2,9.35903015E+2,8.74330444E+2,7.88128845E+2,7.69657104E+2,7.38870789E+2,7.51185303E+2,7.88128845E+2,6.03411133E+2,5.78782104E+2,5.23366821E+2,5.11052307E+2,4.18693451E+2,4.00221680E+2,3.01705566E+2,3.20177338E+2,3.01705566E+2,3.69435394E+2,3.57120880E+2,3.87907166E+2,2.27818497E+2,1.29302383E+2,6.15725670E+1,6.15725670E+1,6.77298203E+1,6.15725660E+0,1.84717693E+1,
701.00,1.60915784E+3,2.77719507E+3,3.65322314E+3,4.07570483E+3,4.46712158E+3,3.83339917E+3,3.71535278E+3,3.21210254E+3,2.62187109E+3,2.21802832E+3,1.55324109E+3,1.37927808E+3,1.08105579E+3,9.81648376E+2,7.39342773E+2,5.77805725E+2,5.59166809E+2,4.59759369E+2,3.97629730E+2,4.03842682E+2,3.85203796E+2,3.04435272E+2,2.79583405E+2,3.23074158E+2,2.60944519E+2,2.42305618E+2,1.18046326E+2,7.45555725E+1,5.59166794E+1,1.86388931E+1,6.21296453E+0,6.21296463E+1,
702.00,2.69455414E+2,4.63713989E+2,6.07841309E+2,8.02099854E+2,8.58497498E+2,7.51968628E+2,8.71030334E+2,9.71292786E+2,8.89829529E+2,8.02099854E+2,7.83300659E+2,5.89042114E+2,6.45439758E+2,6.39173340E+2,5.70242859E+2,3.88517120E+2,3.50918701E+2,3.44652283E+2,3.13320251E+2,3.19586670E+2,2.88254639E+2,3.50918701E+2,2.50656204E+2,2.50656204E+2,1.87992157E+2,1.62926544E+2,7.51968613E+1,7.51968613E+1,5.01312408E+1,4.38648376E+1,5.63976479E+1,3.13320255E+1,
703.00,3.60300201E+2,5.87858215E+2,6.70031921E+2,9.35516296E+2,8.47021545E+2,8.91268921E+2,8.02774109E+2,7.07958313E+2,7.96453064E+2,6.82674072E+2,6.76353027E+2,6.57389832E+2,7.64847778E+2,6.06821411E+2,5.81537170E+2,5.37289795E+2,4.74079224E+2,4.04547577E+2,2.78126465E+2,2.71805420E+2,2.52842239E+2,2.90768585E+2,2.21236969E+2,3.03410706E+2,2.90768585E+2,1.70668518E+2,1.26421120E+2,9.48158417E+1,5.05684471E+1,1.89631691E+1,6.32105589E+0,2.52842236E+1,
704.00,5.22737732E+2,7.07608398E+2,8.22355652E+2,9.17978455E+2,1.05822510E+3,9.30728149E+2,8.73354492E+2,8.28730530E+2,9.05228699E+2,8.73354492E+2,1.11559875E+3,1.43434131E+3,1.24309583E+3,1.23672095E+3,1.18572217E+3,9.94476624E+2,9.37102966E+2,7.01233521E+2,4.14365265E+2,4.65364075E+2,3.44241913E+2,2.80493408E+2,2.23119751E+2,1.97620361E+2,1.72120956E+2,1.52996399E+2,7.01233521E+1,3.82490997E+1,5.09988022E+1,1.27497005E+1,3.82490997E+1,1.91245499E+1,
705.00,2.05706223E+2,3.79270844E+2,5.07837219E+2,5.78548767E+2,5.27122192E+2,6.81401855E+2,6.87830139E+2,9.89961182E+2,1.35637537E+3,1.54279663E+3,1.82564270E+3,2.20491357E+3,2.08920386E+3,2.03777722E+3,1.90921082E+3,1.59422314E+3,1.19566736E+3,9.12821350E+2,4.88552277E+2,3.66414215E+2,2.76417725E+2,2.44276138E+2,2.24991180E+2,1.67136307E+2,2.12134537E+2,1.34994705E+2,8.99964676E+1,3.85699158E+1,4.49982338E+1,4.49982338E+1,6.42831945E+0,2.57132778E+1,
706.00,1.61965729E+2,2.13794754E+2,2.78581055E+2,2.85059662E+2,4.40546753E+2,4.53504028E+2,4.59982635E+2,5.37726196E+2,8.55179016E+2,9.00529419E+2,1.26333264E+3,1.41234106E+3,1.43177698E+3,1.64557178E+3,1.76866565E+3,1.53543506E+3,1.41881970E+3,9.39401184E+2,6.80256042E+2,3.69281830E+2,2.78581055E+2,2.33230637E+2,1.94358871E+2,2.52666519E+2,1.23093948E+2,9.71794357E+1,6.47862854E+1,4.53504028E+1,3.88717728E+1,2.59145145E+1,5.18290291E+1,2.59145145E+1,
707.00,2.94204437E+2,3.46507446E+2,3.79196838E+2,4.18424103E+2,4.96878632E+2,4.70727112E+2,6.40711914E+2,6.73401306E+2,7.78007324E+2,9.15302734E+2,1.06567383E+3,1.37295410E+3,1.41218127E+3,1.37949194E+3,1.12451477E+3,9.15302734E+2,9.87219360E+2,5.49181641E+2,3.72658966E+2,3.00742310E+2,1.96136292E+2,1.56909042E+2,2.74590820E+2,2.94204437E+2,2.15749924E+2,1.76522659E+2,9.80681458E+1,5.23030128E+1,7.19166412E+1,3.26893845E+1,1.30757532E+1,1.30757532E+1,
708.00,1.71506439E+2,3.03434448E+2,3.49609253E+2,3.03434448E+2,4.15573273E+2,3.89187683E+2,3.75994873E+2,4.15573273E+2,4.68344482E+2,5.07922882E+2,5.80483337E+2,5.87079712E+2,5.87079712E+2,6.06868896E+2,5.47501282E+2,5.60694092E+2,3.16627258E+2,3.49609253E+2,2.50663254E+2,2.50663254E+2,1.91295639E+2,1.78102829E+2,2.77048859E+2,1.84699234E+2,2.11084839E+2,1.25331627E+2,3.95784073E+1,5.93676109E+1,1.97892036E+1,1.97892036E+1,3.29820061E+1,1.31928024E+1,
709.00,2.59453278E+2,1.72968842E+2,2.06232086E+2,2.46147964E+2,1.92926788E+2,3.06021790E+2,2.06232086E+2,2.19537384E+2,2.26190018E+2,3.25979736E+2,3.25979736E+2,2.86063843E+2,3.25979736E+2,3.12674438E+2,3.45937683E+2,2.32842667E+2,2.39495316E+2,3.12674438E+2,1.99579437E+2,2.12884735E+2,2.06232086E+2,1.53010895E+2,1.66316193E+2,2.52800613E+2,2.12884735E+2,1.59663544E+2,1.26400307E+2,5.98738289E+1,3.32632408E+1,2.66105919E+1,1.99579430E+1,3.32632408E+1,
710.00,1.07514885E+2,1.81431366E+2,1.88151047E+2,1.74711685E+2,1.74711685E+2,2.28469131E+2,2.21749451E+2,2.01590408E+2,2.82226593E+2,2.41908493E+2,2.15029770E+2,2.75506897E+2,1.74711685E+2,2.35188812E+2,2.68787231E+2,2.21749451E+2,1.74711685E+2,1.61272324E+2,2.15029770E+2,1.47832977E+2,1.14234566E+2,1.67992004E+2,2.28469131E+2,1.61272324E+2,1.41113297E+2,1.07514885E+2,8.73558426E+1,4.70377617E+1,2.01590405E+1,2.01590405E+1,2.01590405E+1,3.35984039E+1,
711.00,3.39401855E+1,1.76488968E+2,2.03641113E+2,1.15396629E+2,1.35760742E+2,1.35760742E+2,2.51157379E+2,1.42548782E+2,2.78309540E+2,2.03641113E+2,1.15396629E+2,1.69700928E+2,2.03641113E+2,1.83277008E+2,1.96853073E+2,2.03641113E+2,1.62912888E+2,1.76488968E+2,1.22184669E+2,1.62912888E+2,1.49336823E+2,1.15396629E+2,4.07282219E+1,1.01820557E+2,1.01820557E+2,6.10923347E+1,4.75162621E+1,4.75162621E+1,2.03641109E+1,4.07282219E+1,1.35760746E+1,2.03641109E+1,
712.00,7.54019470E+1,1.09675560E+2,1.57658615E+2,1.43949173E+2,2.33060562E+2,2.12496399E+2,1.98786957E+2,1.37094452E+2,1.71368057E+2,1.78222778E+2,2.60479462E+2,2.05641678E+2,1.91932236E+2,9.59661179E+1,2.67334167E+2,1.02820839E+2,1.30239731E+2,1.16530281E+2,8.22566681E+1,1.02820839E+2,1.16530281E+2,1.64513336E+2,1.23385002E+2,8.22566681E+1,1.16530281E+2,9.59661179E+1,1.02820839E+2,4.79830589E+1,3.42736130E+1,2.74188900E+1,2.74188900E+1,6.16925011E+1,
713.00,4.15041237E+1,1.10677666E+2,1.03760315E+2,9.68429565E+1,1.52181793E+2,1.38347092E+2,1.03760315E+2,1.45264435E+2,2.21355331E+2,1.10677666E+2,1.45264435E+2,1.66016495E+2,1.59099152E+2,1.03760315E+2,1.72933853E+2,1.17595024E+2,1.10677666E+2,6.91735458E+1,8.99256058E+1,1.72933853E+2,1.79851212E+2,1.03760315E+2,1.31429733E+2,6.91735458E+1,1.24512375E+2,6.22561874E+1,3.45867729E+1,2.07520618E+1,3.45867729E+1,1.38347082E+1,6.91735411E+0,5.53388329E+1,
714.00,9.78011093E+1,9.78011093E+1,6.28721428E+1,6.28721428E+1,7.68437271E+1,1.18758492E+2,1.11772697E+2,1.67659042E+2,1.67659042E+2,2.09573807E+2,1.25744286E+2,1.18758492E+2,6.98579330E+1,1.04786903E+2,1.46701660E+2,1.11772697E+2,1.04786903E+2,7.68437271E+1,1.11772697E+2,2.23545395E+2,5.58863487E+1,1.32730072E+2,8.38295212E+1,6.28721428E+1,5.58863487E+1,8.38295212E+1,4.19147606E+1,4.89005547E+1,4.19147606E+1,6.98579359E+0,1.39715872E+1,1.39715872E+1,
715.00,5.64608002E+1,7.76335983E+1,1.19979202E+2,4.94032021E+1,1.12921600E+2,7.76335983E+1,9.88064041E+1,1.12921600E+2,1.48209610E+2,1.48209610E+2,8.46912003E+1,1.19979202E+2,1.19979202E+2,9.17488022E+1,1.55267197E+2,1.76440002E+2,7.05760040E+1,1.62324799E+2,9.88064041E+1,1.69382401E+2,2.11728001E+1,7.76335983E+1,1.41152008E+2,9.17488022E+1,7.05760040E+1,4.94032021E+1,4.94032021E+1,5.64608002E+1,1.41152000E+1,2.11728001E+1,2.82304001E+1,2.11728001E+1,
716.00,4.99586792E+1,7.13695374E+1,9.27804031E+1,4.28217239E+1,1.07054306E+2,9.27804031E+1,7.13695374E+1,1.57012985E+2,1.14191261E+2,1.49876038E+2,1.07054306E+2,9.27804031E+1,1.49876038E+2,7.85064926E+1,9.99173584E+1,7.13695374E+1,9.27804031E+1,9.99173584E+1,7.13695374E+1,1.21328217E+2,7.85064926E+1,9.27804031E+1,1.28465164E+2,9.99173584E+1,9.27804031E+1,1.42739077E+1,5.70956306E+1,3.56847687E+1,7.13695383E+0,4.99586792E+1,1.42739077E+1,2.14108620E+1,
717.00,3.60922775E+1,5.77476463E+1,8.66214676E+1,8.66214676E+1,1.08276833E+2,7.21845551E+1,7.21845551E+1,1.15495293E+2,1.01058380E+2,9.38399277E+1,8.66214676E+1,1.37150665E+2,7.21845551E+1,1.15495293E+2,9.38399277E+1,1.01058380E+2,1.29932205E+2,7.94030151E+1,1.08276833E+2,5.05291901E+1,5.05291901E+1,1.15495293E+2,9.38399277E+1,1.08276833E+2,1.44369110E+2,4.33107338E+1,7.21845551E+1,6.49661026E+1,2.88738232E+1,2.88738232E+1,2.88738232E+1,3.60922775E+1,
718.00,5.11108742E+1,8.76186447E+1,5.84124298E+1,7.30155334E+1,1.16824860E+2,5.11108742E+1,3.65077667E+1,5.84124298E+1,1.38729523E+2,6.57139816E+1,1.46031067E+2,7.30155334E+1,1.02221748E+2,1.02221748E+2,1.24126411E+2,8.76186447E+1,1.53332626E+2,1.24126411E+2,8.76186447E+1,8.76186447E+1,1.16824860E+2,6.57139816E+1,1.46031067E+2,5.84124298E+1,1.16824860E+2,4.38093224E+1,5.11108742E+1,7.30155334E+1,3.65077667E+1,2.92062149E+1,3.65077667E+1,5.11108742E+1,
719.00,7.39328003E+0,7.39328003E+1,3.69664001E+1,7.39328003E+1,9.61126404E+1,5.91462402E+1,8.87193604E+1,1.18292480E+2,1.40472321E+2,7.39328003E+1,6.65395203E+1,9.61126404E+1,8.87193604E+1,1.25685760E+2,8.13260803E+1,9.61126404E+1,1.03505920E+2,9.61126404E+1,8.13260803E+1,5.17529602E+1,1.10899200E+2,1.92225281E+2,1.47865601E+2,1.47865601E+2,1.25685760E+2,8.87193604E+1,4.43596802E+1,3.69664001E+1,4.43596802E+1,7.39328003E+0,4.43596802E+1,2.95731201E+1,
720.00,7.49128675E+0,1.27351875E+2,5.24390068E+1,9.73867264E+1,8.98954391E+1,1.12369301E+2,8.98954391E+1,8.98954391E+1,1.49825729E+2,1.12369301E+2,1.64808304E+2,1.49825729E+2,1.27351875E+2,1.34843155E+2,1.57317017E+2,1.64808304E+2,9.73867264E+1,1.79790878E+2,2.54703751E+2,2.99651459E+2,2.54703751E+2,1.87282166E+2,1.87282166E+2,2.69686310E+2,2.39721176E+2,1.19860588E+2,1.34843155E+2,9.73867264E+1,0.00000000E+0,2.99651470E+1,4.49477196E+1,1.49825735E+1,
721.00,5.30748024E+1,6.82390289E+1,5.30748024E+1,9.09853745E+1,6.06569176E+1,7.58211441E+1,9.09853745E+1,1.81970749E+2,8.34032593E+1,8.34032593E+1,1.06149605E+2,1.97134979E+2,1.59224411E+2,1.81970749E+2,9.85674896E+1,1.81970749E+2,2.04717087E+2,1.59224411E+2,1.81970749E+2,2.42627670E+2,3.10866699E+2,2.27463440E+2,1.89552872E+2,2.35045547E+2,2.65374023E+2,2.35045547E+2,1.13731720E+2,1.06149605E+2,4.54926872E+1,6.06569176E+1,3.03284588E+1,1.51642294E+1,
722.00,6.89432373E+1,1.07245033E+2,7.66035995E+1,6.12828789E+1,1.14905396E+2,1.37886475E+2,7.66035995E+1,7.66035995E+1,1.68527908E+2,2.29810791E+1,6.89432373E+1,4.59621582E+1,1.07245033E+2,1.37886475E+2,1.14905396E+2,7.66035995E+1,1.53207199E+2,9.19243164E+1,1.91508987E+2,1.53207199E+2,1.22565758E+2,1.37886475E+2,1.60867554E+2,2.29810791E+2,1.68527908E+2,1.14905396E+2,8.42639542E+1,4.59621582E+1,3.83017998E+1,1.53207197E+1,6.89432373E+1,2.29810791E+1,
723.00,3.09254093E+1,1.23701637E+2,5.41194649E+1,6.95821686E+1,6.95821686E+1,8.50448761E+1,6.18508186E+1,7.73135223E+1,5.41194649E+1,1.15970284E+2,1.15970284E+2,1.23701637E+2,8.50448761E+1,1.00507576E+2,1.46895691E+2,1.23701637E+2,1.46895691E+2,1.08238930E+2,1.31432983E+2,2.01015152E+2,1.39164337E+2,1.62358398E+2,1.39164337E+2,2.16477859E+2,2.70597321E+2,1.85552460E+2,7.73135223E+1,5.41194649E+1,6.18508186E+1,4.63881149E+1,2.31940575E+1,5.41194649E+1,
724.00,6.24311485E+1,3.90194664E+1,5.46272545E+1,5.46272545E+1,6.24311485E+1,4.68233604E+1,5.46272545E+1,6.24311485E+1,4.68233604E+1,3.90194664E+1,1.56077866E+2,7.80389328E+1,9.36467209E+1,6.24311485E+1,1.24862297E+2,1.63881760E+2,1.56077866E+2,1.32666183E+2,1.71685654E+2,1.63881760E+2,1.48273972E+2,1.95097336E+2,1.79489548E+2,2.34116806E+2,1.95097336E+2,1.63881760E+2,1.17058403E+2,3.90194664E+1,9.36467209E+1,3.12155743E+1,3.12155743E+1,2.34116802E+1,
725.00,3.15845070E+1,3.15845070E+1,3.15845070E+1,4.73767586E+1,9.47535172E+1,9.47535172E+1,6.31690140E+1,4.73767586E+1,7.10651398E+1,7.10651398E+1,1.26338028E+2,7.10651398E+1,8.68573914E+1,1.50026398E+2,1.18441902E+2,9.47535172E+1,1.26338028E+2,1.18441902E+2,1.89507034E+2,1.18441902E+2,1.97403168E+2,1.89507034E+2,1.73714783E+2,1.65818665E+2,1.50026398E+2,1.26338028E+2,9.47535172E+1,1.02649643E+2,4.73767586E+1,3.94806328E+1,2.36883793E+1,0.00000000E+0,
726.00,5.59823265E+1,6.39798050E+1,4.79848518E+1,5.59823265E+1,7.99747543E+1,6.39798050E+1,7.99747543E+1,7.99747543E+1,9.59697037E+1,7.19772797E+1,4.79848518E+1,6.39798050E+1,1.27959610E+2,8.79722290E+1,1.35957077E+2,1.03967178E+2,2.95906586E+2,2.15931839E+2,1.75944458E+2,1.19962135E+2,2.55919220E+2,2.15931839E+2,2.31926788E+2,2.47921738E+2,2.63916687E+2,2.07934357E+2,1.27959610E+2,8.79722290E+1,1.59949512E+1,5.59823265E+1,5.59823265E+1,7.19772797E+1,
727.00,1.62069569E+1,4.86208687E+1,4.05173912E+1,3.24139137E+1,1.45862610E+2,7.29313049E+1,4.05173912E+1,7.29313049E+1,4.05173912E+1,8.10347824E+1,9.72417374E+1,7.29313049E+1,9.72417374E+1,1.05345215E+2,1.21552170E+2,2.02586945E+2,1.86379990E+2,1.29655655E+2,1.62069565E+2,1.70173035E+2,2.26897385E+2,2.67414764E+2,3.07932159E+2,2.10690430E+2,2.26897385E+2,2.43104340E+2,1.78276520E+2,5.67243462E+1,6.48278275E+1,2.43104343E+1,2.43104343E+1,2.43104343E+1,
728.00,4.10850372E+1,3.28680267E+1,7.39530640E+1,9.86040878E+1,6.57360535E+1,3.28680267E+1,5.75190506E+1,6.57360535E+1,9.86040878E+1,5.75190506E+1,4.93020439E+1,1.06821091E+2,1.72557144E+2,1.23255104E+2,1.47906128E+2,2.87595245E+2,2.38293213E+2,2.38293213E+2,1.97208176E+2,1.64340149E+2,2.38293213E+2,2.30076202E+2,2.87595245E+2,3.53331299E+2,2.30076202E+2,2.30076202E+2,9.86040878E+1,1.47906128E+2,3.28680267E+1,4.93020439E+1,2.46510220E+1,4.10850372E+1,
729.00,4.17044373E+1,1.16772423E+2,1.00090645E+2,5.83862114E+1,5.83862114E+1,3.33635483E+1,9.17497559E+1,9.17497559E+1,7.50679855E+1,5.83862114E+1,1.41795074E+2,1.08431534E+2,1.08431534E+2,1.50135971E+2,1.58476852E+2,1.50135971E+2,1.75158630E+2,1.66817749E+2,1.41795074E+2,2.33544846E+2,2.75249268E+2,2.91931061E+2,2.66908386E+2,2.75249268E+2,2.75249268E+2,2.16863068E+2,1.33454193E+2,1.66817749E+2,8.34088745E+1,2.50226612E+1,5.00453224E+1,5.00453224E+1,
730.00,4.22972145E+1,3.38377686E+1,3.38377686E+1,5.07566566E+1,1.69188843E+1,5.07566566E+1,1.01513313E+2,6.76755371E+1,4.22972145E+1,7.61349869E+1,6.76755371E+1,7.61349869E+1,7.61349869E+1,1.26891640E+2,1.52269974E+2,9.30538712E+1,1.09972755E+2,1.60729416E+2,8.45944290E+1,1.18432198E+2,1.01513313E+2,2.28404953E+2,1.35351074E+2,1.35351074E+2,1.26891640E+2,1.01513313E+2,8.45944290E+1,1.69188843E+1,5.07566566E+1,5.07566566E+1,8.45944214E+0,3.38377686E+1,
731.00,3.42782631E+1,1.71391315E+1,1.71391315E+1,1.11404358E+2,5.14173965E+1,1.71391315E+1,2.57086983E+1,4.28478317E+1,6.85565262E+1,4.28478317E+1,9.42652283E+1,2.57086983E+1,6.85565262E+1,1.02834793E+2,5.99869614E+1,3.42782631E+1,7.71260986E+1,1.28543488E+2,5.99869614E+1,9.42652283E+1,1.71391327E+2,6.85565262E+1,1.19973923E+2,1.11404358E+2,2.05669586E+2,1.02834793E+2,2.57086983E+1,6.85565262E+1,8.56956577E+0,6.85565262E+1,3.42782631E+1,2.57086983E+1,
732.00,7.81217422E+1,1.30202911E+2,6.07613564E+1,6.94415512E+1,6.07613564E+1,4.34009666E+1,5.20811615E+1,6.07613564E+1,4.34009666E+1,4.34009666E+1,3.47207756E+1,7.81217422E+1,6.94415512E+1,1.12842514E+2,7.81217422E+1,7.81217422E+1,1.47563293E+2,2.08324646E+2,1.21522713E+2,7.81217422E+1,1.12842514E+2,2.25685028E+2,1.30202911E+2,1.38883102E+2,1.12842514E+2,8.68019333E+1,1.21522713E+2,3.47207756E+1,6.07613564E+1,4.34009666E+1,4.34009666E+1,8.68019390E+0,
733.00,2.63435593E+1,5.26871185E+1,7.02494888E+1,3.51247444E+1,3.51247444E+1,7.02494888E+1,2.63435593E+1,3.51247444E+1,2.63435593E+1,3.51247444E+1,6.14683037E+1,6.14683037E+1,6.14683037E+1,2.63435593E+1,6.14683037E+1,4.39059334E+1,8.78118668E+1,7.90306778E+1,6.14683037E+1,7.02494888E+1,9.65930481E+1,5.26871185E+1,1.05374237E+2,1.05374237E+2,8.78118668E+1,7.02494888E+1,1.75623722E+1,3.51247444E+1,2.63435593E+1,5.26871185E+1,3.51247444E+1,1.75623722E+1,
734.00,5.32922554E+1,8.88204288E+0,2.66461277E+1,3.55281715E+1,2.66461277E+1,8.88204269E+1,3.55281715E+1,5.32922554E+1,1.77640858E+1,6.21742973E+1,6.21742973E+1,2.66461277E+1,4.44102135E+1,8.88204269E+1,6.21742973E+1,8.88204269E+1,8.88204269E+1,5.32922554E+1,4.44102135E+1,6.21742973E+1,7.10563431E+1,7.99383850E+1,3.55281715E+1,1.06584511E+2,6.21742973E+1,5.32922554E+1,2.66461277E+1,3.55281715E+1,1.77640858E+1,5.32922554E+1,3.55281715E+1,3.55281715E+1,
735.00,1.79726925E+1,5.39180794E+1,4.49317322E+1,4.49317322E+1,4.49317322E+1,8.98634644E+1,4.49317322E+1,5.39180794E+1,7.18907700E+1,1.79726925E+1,6.29044266E+1,6.29044266E+1,2.69590397E+1,7.18907700E+1,3.59453850E+1,5.39180794E+1,2.69590397E+1,5.39180794E+1,4.49317322E+1,5.39180794E+1,7.18907700E+1,4.49317322E+1,4.49317322E+1,9.88498154E+1,1.79726925E+1,6.29044266E+1,2.69590397E+1,2.69590397E+1,8.98634624E+0,9.88498154E+1,3.59453850E+1,5.39180794E+1,
736.00,3.64091644E+1,4.55114555E+1,2.73068714E+1,6.37160339E+1,4.55114555E+1,1.82045822E+1,4.55114555E+1,9.10229111E+0,7.28183289E+1,3.64091644E+1,2.73068714E+1,6.37160339E+1,4.55114555E+1,1.82045822E+1,2.73068714E+1,9.10229111E+0,3.64091644E+1,2.73068714E+1,5.46137428E+1,1.82045822E+1,7.28183289E+1,2.73068714E+1,2.73068714E+1,1.82045822E+1,3.64091644E+1,5.46137428E+1,4.55114555E+1,7.28183289E+1,7.28183289E+1,3.64091644E+1,1.82045822E+1,2.73068714E+1,
